ticker,direction,entry_date,entry_price,shares,exit_date,exit_price,pnl,pnl_percent,duration_days,entry_commission,exit_commission,status,signal_confidence,entry_reason,exit_reason
MSFT,LONG,2025-10-24,523.61,1.9098183762724164,2025-11-06,497.1,-53.553341227249234,-5.347313152995431,13,1.0,0.9493707148450182,CLOSED,0.7427440606125766,Signal: BUY (74.3%),Stop Loss
MSFT,LONG,2025-10-24,523.61,1.9098183762724164,2025-11-06,497.1,-53.553341227249234,-5.347313152995431,13,1.0,0.9493707148450182,CLOSED,0.7427440606125766,Signal: BUY (74.3%),Stop Loss
MSFT,LONG,2025-11-26,485.5,2.0489024395736712,2026-01-14,459.38,-56.42128212732098,-5.663455383351351,49,0.9947421344130174,0.941224802691353,CLOSED,0.8413264815779274,Signal: BUY (84.1%),Stop Loss
MSFT,LONG,2025-11-26,485.5,2.0489024395736712,2026-01-14,459.38,-56.42128212732098,-5.663455383351351,49,0.9947421344130174,0.941224802691353,CLOSED,0.8413264815779274,Signal: BUY (84.1%),Stop Loss
MSFT,LONG,2026-01-23,465.95,2.1229677101558972,2026-01-29,433.5,-71.75455715490853,-7.242955718798673,6,0.9891968045471403,0.9203065023525815,CLOSED,0.7150877479681628,Signal: BUY (71.5%),Stop Loss
MSFT,LONG,2026-01-23,465.95,2.1229677101558972,2026-01-29,433.5,-71.75455715490853,-7.242955718798673,6,0.9891968045471403,0.9203065023525815,CLOSED,0.7150877479681628,Signal: BUY (71.5%),Stop Loss
MSFT,LONG,2026-02-06,401.14,2.44831436405493,2026-02-23,384.47,-43.69853082011343,-4.442758756615035,17,0.9821168239969946,0.9413034235481991,CLOSED,0.7729703762797246,Signal: BUY (77.3%),Stop Loss
MSFT,LONG,2026-02-06,401.14,2.44831436405493,2026-02-23,384.47,-43.69853082011343,-4.442758756615035,17,0.9821168239969946,0.9413034235481991,CLOSED,0.7729703762797246,Signal: BUY (77.3%),Stop Loss
MSFT,LONG,2026-02-25,400.6,2.440946435165653,2026-03-20,381.87,-48.583877766339015,-4.961031991702932,23,0.9778431419273607,0.932124215196708,CLOSED,0.8767833548031438,Signal: BUY (87.7%),Stop Loss
MSFT,LONG,2026-02-25,400.6,2.440946435165653,2026-03-20,381.87,-48.583877766339015,-4.961031991702932,23,0.9778431419273607,0.932124215196708,CLOSED,0.8767833548031438,Signal: BUY (87.7%),Stop Loss
MSFT,LONG,2026-04-13,384.37,2.5316238325534846,2026-04-15,411.22,64.95289799664943,6.664981064709121,2,0.9730802525185829,1.0410543524226439,CLOSED,0.7932567022843667,Signal: BUY (79.3%),Take Profit
MSFT,LONG,2026-04-13,384.37,2.5316238325534846,2026-04-15,411.22,64.95289799664943,6.664981064709121,2,0.9730802525185829,1.0410543524226439,CLOSED,0.7932567022843667,Signal: BUY (79.3%),Take Profit
MSFT,LONG,2026-04-15,411.22,2.3823652766122634,2026-05-29,450.24,89.88142450662497,9.16086353908659,44,0.979676249048495,1.0726361421419055,CLOSED,0.744360144843034,Signal: BUY (74.4%),Take Profit
MSFT,LONG,2026-04-15,411.22,2.3823652766122634,2026-05-29,450.24,89.88142450662497,9.16086353908659,44,0.979676249048495,1.0726361421419055,CLOSED,0.744360144843034,Signal: BUY (74.4%),Take Profit
MSFT,LONG,2026-07-06,386.74,2.556671166982254,2026-07-30,451.1,161.33423425116132,16.292270494294765,24,0.988767007118717,1.1533143634256948,CLOSED,0.7235415677632032,Signal: BUY (72.4%),Take Profit
MSFT,LONG,2026-07-06,386.74,2.556671166982254,2026-07-30,451.1,161.33423425116132,16.292270494294765,24,0.988767007118717,1.1533143634256948,CLOSED,0.7235415677632032,Signal: BUY (72.4%),Take Profit
