Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,BUY,71.85,0.68,0.0069,0.68,0.69,1d
J69U.SI,Frasers Cpt Tr,HOLD,35.86,2.27,0.0284,2.26,2.29,1d
BUOU.SI,Frasers L&C Tr,HOLD,48.62,1.03,0.0126,1.02,1.04,1d
M44U.SI,Mapletree Log Tr,BUY,78.93,1.34,0.0154,1.33,1.35,1d
ME8U.SI,Mapletree Ind Tr,BUY,92.86,2.09,0.0204,2.08,2.11,1d
JYEU.SI,Lendlease Reit,HOLD,62.93,0.62,0.0096,0.62,0.63,1d
