Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,HOLD,55.77,0.67,0.0082,0.67,0.68,1d
J69U.SI,FRASERS CENTREPOINT TRUST,HOLD,52.11,2.24,0.0282,2.23,2.26,1d
BUOU.SI,FRASERS LOGISTICS & COM TRUST,HOLD,42.20,0.97,0.0136,0.96,0.98,1d
M44U.SI,Mapletree Log Tr,HOLD,50.25,1.28,0.0200,1.27,1.30,1d
ME8U.SI,Mapletree Ind Tr,BUY,78.73,2.02,0.0223,2.01,2.04,1d
JYEU.SI,Lendlease Reit,HOLD,35.65,0.60,0.0131,0.59,0.61,1d
