Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,BUY,97.20,0.67,0.0089,0.66,0.67,1d
J69U.SI,Frasers Cpt Tr,BUY,69.18,2.31,0.0324,2.29,2.34,1d
BUOU.SI,Frasers L&C Tr,HOLD,57.24,0.99,0.0172,0.98,1.00,1d
M44U.SI,Mapletree Log Tr,HOLD,63.84,1.25,0.0253,1.24,1.27,1d
ME8U.SI,Mapletree Ind Tr,HOLD,42.93,2.06,0.0268,2.05,2.08,1d
JYEU.SI,Lendlease Reit,HOLD,59.65,0.56,0.0122,0.56,0.57,1d
