Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,HOLD,59.59,0.68,0.0100,0.67,0.69,1d
J69U.SI,FRASERS CENTREPOINT TRUST,BUY,77.62,2.24,0.0324,2.22,2.27,1d
BUOU.SI,FRASERS LOGISTICS & COM TRUST,BUY,86.49,0.95,0.0141,0.94,0.96,1d
M44U.SI,Mapletree Log Tr,HOLD,44.77,1.29,0.0238,1.28,1.31,1d
ME8U.SI,Mapletree Ind Tr,BUY,74.67,2.03,0.0257,2.02,2.05,1d
JYEU.SI,Lendlease Reit,BUY,65.50,0.63,0.0144,0.62,0.64,1d
