Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,BUY,67.73,0.68,0.0063,0.68,0.69,1d
J69U.SI,Frasers Cpt Tr,BUY,80.66,2.26,0.0254,2.25,2.28,1d
BUOU.SI,Frasers L&C Tr,HOLD,61.51,1.01,0.0175,1.00,1.02,1d
M44U.SI,Mapletree Log Tr,HOLD,44.06,1.30,0.0170,1.29,1.31,1d
ME8U.SI,Mapletree Ind Tr,BUY,71.12,2.05,0.0219,2.04,2.07,1d
JYEU.SI,Lendlease Reit,HOLD,46.03,0.64,0.0123,0.63,0.65,1d
