Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,BUY,86.90,0.69,0.0077,0.69,0.70,1d
J69U.SI,Frasers Cpt Tr,HOLD,44.96,2.28,0.0296,2.27,2.30,1d
BUOU.SI,Frasers L&C Tr,HOLD,56.31,1.04,0.0171,1.03,1.05,1d
M44U.SI,Mapletree Log Tr,BUY,67.35,1.35,0.0158,1.34,1.36,1d
ME8U.SI,Mapletree Ind Tr,BUY,78.86,2.10,0.0189,2.09,2.12,1d
JYEU.SI,Lendlease Reit,BUY,83.05,0.63,0.0105,0.63,0.64,1d
