Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
J69U.SI,FRASERS CENTREPOINT TRUST,BUY,70.64,2.28,0.0325,2.26,2.31,1d
BUOU.SI,FRASERS LOGISTICS & COM TRUST,HOLD,64.68,0.98,0.0146,0.97,0.99,1d
M44U.SI,Mapletree Log Tr,HOLD,49.87,1.32,0.0222,1.31,1.34,1d
ME8U.SI,Mapletree Ind Tr,HOLD,53.15,2.06,0.0242,2.05,2.08,1d
JYEU.SI,Lendlease Reit,HOLD,57.16,0.62,0.0144,0.61,0.63,1d
