Market,Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
SG,CRPU.SI,Sasseur Reit,BUY,66.20,nan,0.0075,nan,nan,1d
SG,J69U.SI,Frasers Cpt Tr,HOLD,51.21,nan,0.0284,nan,nan,1d
SG,BUOU.SI,Frasers L&C Tr,HOLD,39.00,nan,0.0169,nan,nan,1d
SG,M44U.SI,Mapletree Log Tr,HOLD,39.21,nan,0.0247,nan,nan,1d
SG,ME8U.SI,Mapletree Ind Tr,HOLD,58.14,nan,0.0224,nan,nan,1d
SG,JYEU.SI,Lendlease Reit,HOLD,59.02,nan,0.0089,nan,nan,1d
