Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,HOLD,41.38,0.69,0.0071,0.68,0.69,1d
J69U.SI,Frasers Cpt Tr,HOLD,48.98,2.30,0.0270,2.29,2.32,1d
BUOU.SI,Frasers L&C Tr,HOLD,48.49,1.01,0.0160,1.00,1.02,1d
M44U.SI,Mapletree Log Tr,HOLD,59.61,1.30,0.0176,1.29,1.31,1d
ME8U.SI,Mapletree Ind Tr,BUY,84.90,2.05,0.0202,2.04,2.07,1d
JYEU.SI,Lendlease Reit,BUY,65.44,0.57,0.0137,0.57,0.59,1d
