Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,HOLD,59.52,0.68,0.0100,0.67,0.69,1d
J69U.SI,FRASERS CENTREPOINT TRUST,BUY,86.23,2.25,0.0330,2.23,2.28,1d
BUOU.SI,FRASERS LOGISTICS & COM TRUST,BUY,87.03,0.96,0.0145,0.95,0.97,1d
M44U.SI,Mapletree Log Tr,HOLD,53.14,1.30,0.0236,1.29,1.32,1d
ME8U.SI,Mapletree Ind Tr,BUY,73.21,2.03,0.0253,2.02,2.05,1d
JYEU.SI,Lendlease Reit,HOLD,54.02,0.62,0.0148,0.61,0.63,1d
