Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,HOLD,43.36,0.68,0.0092,0.68,0.69,1d
J69U.SI,Frasers Cpt Tr,HOLD,44.60,2.29,0.0330,2.27,2.32,1d
BUOU.SI,Frasers L&C Tr,HOLD,49.33,0.98,0.0182,0.97,0.99,1d
M44U.SI,Mapletree Log Tr,HOLD,55.86,1.24,0.0266,1.23,1.26,1d
ME8U.SI,Mapletree Ind Tr,HOLD,46.63,1.95,0.0254,1.94,1.97,1d
JYEU.SI,Lendlease Reit,BUY,67.28,0.57,0.0121,0.57,0.58,1d
