Market,Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
SG,CRPU.SI,Sasseur Reit,HOLD,44.41,0.69,0.0064,0.68,0.69,1d
SG,J69U.SI,Frasers Cpt Tr,HOLD,57.30,2.22,0.0281,2.21,2.24,1d
SG,BUOU.SI,Frasers L&C Tr,HOLD,53.77,1.01,0.0187,1.00,1.02,1d
SG,M44U.SI,Mapletree Log Tr,HOLD,62.22,1.32,0.0179,1.31,1.33,1d
SG,ME8U.SI,Mapletree Ind Tr,BUY,68.03,2.08,0.0212,2.07,2.10,1d
SG,JYEU.SI,Lendlease Reit,HOLD,63.46,0.63,0.0122,0.63,0.64,1d
