Ticker,Name,Signal,Confidence %,Last Close,ATR,Entry Low,Entry High,Timeframe
CRPU.SI,Sasseur Reit,HOLD,53.74,0.68,0.0100,0.67,0.68,1d
J69U.SI,FRASERS CENTREPOINT TRUST,BUY,73.44,2.26,0.0321,2.24,2.29,1d
BUOU.SI,FRASERS LOGISTICS & COM TRUST,BUY,86.79,0.94,0.0134,0.94,0.96,1d
M44U.SI,Mapletree Log Tr,HOLD,61.07,1.28,0.0254,1.27,1.30,1d
ME8U.SI,Mapletree Ind Tr,BUY,76.32,2.04,0.0258,2.03,2.06,1d
JYEU.SI,Lendlease Reit,HOLD,52.59,0.61,0.0128,0.60,0.62,1d
